,accuracy,loss,val_accuracy,val_loss
0,0.6516646146774292,0.8897068500518799,0.8052067756652832,0.5138265490531921
1,0.8448794484138489,0.4057508111000061,0.8504431247711182,0.3685965836048126
2,0.877196192741394,0.310114324092865,0.8768463730812073,0.3176674246788025
3,0.8931040167808533,0.2636219263076782,0.8947562575340271,0.2741245627403259
4,0.9037355780601501,0.23450739681720734,0.8975258469581604,0.2548673748970032
5,0.909961462020874,0.21659085154533386,0.8986336588859558,0.2406756430864334
6,0.9163984656333923,0.2007760852575302,0.9126662015914917,0.216842919588089
7,0.9197752475738525,0.1920071393251419,0.9073116779327393,0.23550698161125183
8,0.9245238304138184,0.17888116836547852,0.9115583300590515,0.2306065559387207
9,0.9246557354927063,0.17392006516456604,0.9110044240951538,0.22791258990764618
10,0.928507387638092,0.16462695598602295,0.9128507971763611,0.2181500345468521
11,0.9297472834587097,0.16004477441310883,0.9137740135192871,0.2247483879327774
12,0.9310926795005798,0.1586354523897171,0.920236349105835,0.21039873361587524
13,0.9332295656204224,0.14992491900920868,0.9211595058441162,0.2135659158229828
14,0.9348651766777039,0.1454603672027588,0.9191285371780396,0.2122504711151123
15,0.9354192018508911,0.14474919438362122,0.9191285371780396,0.2107560932636261
16,0.9359995722770691,0.14047127962112427,0.9213441610336304,0.21499988436698914
17,0.9374241828918457,0.1426725685596466,0.9185745716094971,0.21330444514751434
18,0.939007043838501,0.13425113260746002,0.9218980669975281,0.21135006844997406
19,0.9401941895484924,0.1344137191772461,0.9209749102592468,0.21918894350528717
20,0.9393236041069031,0.13281932473182678,0.9237444400787354,0.23775948584079742
21,0.941565990447998,0.12832273542881012,0.9239290952682495,0.22329533100128174
22,0.9425684809684753,0.12814243137836456,0.9239290952682495,0.20871584117412567
23,0.9422518610954285,0.12554016709327698,0.9187592267990112,0.256755530834198
24,0.9423046708106995,0.12450914084911346,0.9233751893043518,0.239810511469841
25,0.9426212310791016,0.12657664716243744,0.9233751893043518,0.21454612910747528
26,0.9447844624519348,0.11961054056882858,0.9244830012321472,0.2502104938030243
27,0.9447317123413086,0.12049363553524017,0.9204210042953491,0.22894233465194702
28,0.9449427723884583,0.1205955445766449,0.9218980669975281,0.22619667649269104
29,0.944388747215271,0.11925189197063446,0.9244830012321472,0.2251943051815033
30,0.9453912377357483,0.1166597381234169,0.9270679354667664,0.22495195269584656
31,0.945549488067627,0.11872837692499161,0.9239290952682495,0.2594585418701172
32,0.9469476938247681,0.11582029610872269,0.9265140295028687,0.23192808032035828
33,0.9448108673095703,0.1203029453754425,0.9281757473945618,0.2817974090576172
34,0.9463673233985901,0.1140139028429985,0.9242983460426331,0.26784318685531616
35,0.9469476938247681,0.11537469178438187,0.9296528697013855,0.23507769405841827
36,0.9464464783668518,0.11380469799041748,0.9252215623855591,0.2644307017326355
37,0.9481084942817688,0.11274835467338562,0.9224519729614258,0.25460147857666016
38,0.947211503982544,0.11229255795478821,0.9268832802772522,0.25797659158706665
39,0.9473170638084412,0.1130380630493164,0.9270679354667664,0.24852047860622406
40,0.9466575384140015,0.11472782492637634,0.9244830012321472,0.33528655767440796
41,0.9485042095184326,0.11125363409519196,0.9255908131599426,0.24600650370121002
42,0.9476336240768433,0.1258697211742401,0.9244830012321472,0.2573106288909912
43,0.9487943649291992,0.10960943251848221,0.9211595058441162,0.2737872898578644
44,0.948293149471283,0.10816653072834015,0.9265140295028687,0.28908878564834595
45,0.9495067000389099,0.10823184251785278,0.9274372458457947,0.28034496307373047
46,0.9486888647079468,0.11088958382606506,0.9239290952682495,0.27592846751213074
47,0.9486361145973206,0.11420437693595886,0.9266986846923828,0.2576912045478821
48,0.9490581750869751,0.10940845310688019,0.9287297129631042,0.27512434124946594
49,0.9504300355911255,0.10467354208230972,0.9254062175750732,0.2782727777957916
